,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Monodnaviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Monodnaviria,gene_countsUnclassified
1618,K06985,,,0.6273830115941694,0.508,,0.5961262969072105,,,18.2215,2.3402,,18.826900000000002
1619,K06986,,,0.767,,,,,,8.0889,,,
1620,K06987,,,0.6681419588771638,,,,,,37.0656,,,
1621,K06988,,0.7659999999999999,0.6846755370043174,,,,,8.5718,54.062,,,
1622,K06989,,0.528,0.63,,,,,9.8432,11.2054,,,
1623,K06990,,0.563,0.7353853289962466,,,,,12.9177,16.5912,,,
1624,K06994,,,0.7042123749613315,,,,,,568.7183,,,
1625,K06996,,0.37309229641701525,0.7043482651790084,,,0.6946241723687168,,15.171000000000001,745.0271999999997,,,44.3136
1626,K06997,,,0.6977101129222354,0.7140000000000001,,,,,192.25509999999997,5.1057,,
1627,K06998,,,0.7273591616761567,,,,,,117.32339999999999,,,
1628,K06999,,0.401232916489341,0.6707007905974184,,,,,10.1101,80.969,,,
1629,K07001,,0.3748915002101862,0.7187805237120074,,,,,20.8386,113.8258,,,
1630,K07003,,,0.6629999999999999,,,,,,9.8595,,,
1631,K07004,,,0.6825991852641219,,,,,,37.71889999999999,,,
1632,K07005,,0.481590677756958,0.7193222830568645,,,,,29.028999999999996,126.11640000000001,,,
1633,K07006,,,0.6581324250739854,,,,,,65.62610000000001,,,
1634,K07009,,,0.7157631601330776,,,,,,79.4636,,,
1635,K07010,,,0.7205143107007089,,,,,,170.41660000000005,,,
1636,K07018,,,0.6523250275930146,,,,,,40.145700000000005,,,
1637,K07020,0.664,,0.7417357294765774,,,,2.1739,,70.31360000000001,,,
1638,K07023,,0.4497597001527352,0.7321980246300667,,,,,15.9807,15.2181,,,
1639,K07025,,,0.7250873063446018,,,0.581,,,46.9407,,,6.7029
1640,K07026,,,0.614,,,,,,3.3529,,,
1641,K07027,,,0.7250148547798894,,,,,,22.3583,,,
1642,K07028,,,0.6291388672216911,,,,,,25.6228,,,
1643,K07029,,0.529,0.7396246850176534,0.763,,0.7478542743307652,,12.2183,226.1171,16.2946,,23.8524
1644,K07030,,,0.7335962379038045,,,,,,163.2482,,,
1645,K07031,,0.695,0.7097510420197933,,,,,3.7461,36.6651,,,
1646,K07032,,0.333,0.6605053554823294,,,,,12.3366,191.024,,,
1647,K07034,,,,,,0.693,,,,,,3.8494
1648,K07037,,,0.5720000000000002,,,,,,8.9679,,,
1649,K07038,,,0.6823091051121092,,,0.6409757475112398,,,52.6333,,,36.7833
1650,K07040,,,0.7095537812100657,,,0.7321525661322157,,,120.5115,,,16.6207
1651,K07041,,0.541333226949069,,,,,,23.2606,,,,
1652,K07042,,,0.7202988337914549,,,0.6970000000000001,,,110.9498,,,5.9552
1653,K07045,,0.736,0.6666384187968435,,,,,9.4316,93.0791,,,
1654,K07046,,,0.7357811837613317,,,,,,12.2097,,,
1655,K07048,,,0.604,,,,,,8.277,,,
1656,K07050,,0.552,0.6951211408198614,,,,,12.1177,13.1722,,,
1657,K07051,,0.503,0.6668760084099818,,,,,12.3959,16.8581,,,
1658,K07052,,0.56,0.7161518042012116,,,0.7091976385637477,,13.0483,246.50450000000004,,,102.26640000000002
1659,K07053,,,0.7224835601233152,,,0.7820000000000001,,,171.4884,,,6.6126
1660,K07054,,,0.6849518326697257,,,,,,203.74990000000003,,,
1661,K07056,,,0.7363026936956475,,,,,,149.79120000000003,,,
1662,K07057,,,0.7555830265419116,,,,,,8.8125,,,
1663,K07058,,,0.6847300651022681,0.7063752209320067,,0.7039815675757847,,,865.6272000000004,21.728,,312.37269999999995
1664,K07060,,0.49700000000000005,,,,,,10.0971,,,,
1665,K07062,,,0.552,,,0.664,,,3.8369,,,4.9643
1666,K07063,,,0.6335842887915091,,,,,,18.5651,,,
1667,K07064,,,0.6911615884165958,,,0.7151313329696115,,,63.6355,,,16.8829
1668,K07065,,,0.6823998439027085,,,0.642,,,29.7421,,,5.1857
1669,K07066,,,0.583,,,0.52,,,4.2332,,,3.771
1670,K07067,,,0.7195423916251135,,,,,,25.7973,,,
1671,K07068,,0.5937652409355788,0.6671708689479974,,,0.6295638070226244,,19.6622,239.94670000000002,,,20.984
1672,K07071,,,0.733428688382123,,,,,,129.7102,,,
1673,K07072,,,0.72,,,,,,3.6534,,,
1674,K07075,0.56,,0.6105383713381672,,,0.71,5.7872,,40.7223,,,3.6056
1675,K07076,0.513,0.641784929431261,0.5958167132924478,,,,1.9566,24.557299999999998,60.831199999999995,,,
1676,K07080,,,0.6399932802554867,,,,,,180.27550000000002,,,
1677,K07082,,,0.6931673175970379,,,0.7210877708802685,,,214.40019999999996,,,34.3645
1678,K07089,,,0.7317015954356546,,,,,,60.3407,,,
1679,K07090,,0.4934954466180391,0.7039084780648275,0.49419850275061344,,0.6963357223380761,,27.214100000000002,451.53180000000003,7.3773,,125.87550000000002
1680,K07092,,,0.7297195973744196,,,,,,41.932599999999994,,,
1681,K07093,,,0.6903049382118523,,,,,,207.72949999999994,,,
1682,K07095,,0.3969694716229516,0.7169651969680377,,,,,14.7415,54.67999999999999,,,
1683,K07096,,,0.6913771943561955,,,0.7330000000000001,,,73.12509999999999,,,14.5666
1684,K07097,,0.55,0.564,,,0.519,,11.3842,9.3564,,,12.4227
1685,K07098,,,0.6964598577199373,,,,,,78.71249999999999,,,
1686,K07100,,0.6884921879774019,0.7186188958593572,,,0.754,,41.403999999999996,165.04500000000002,,,6.2094
1687,K07102,,,0.5912599917431193,,,,,,15.619299999999999,,,
1688,K07104,,0.43325467812177715,0.66833473730096,0.665,,,,12.310500000000001,169.936,6.3613,,
1689,K07106,,,0.6971021187148415,,,,,,24.3889,,,
1690,K07107,,,0.68242933812477,,,0.679287522934146,,,154.09750000000003,,,62.3124
1691,K07108,,0.5083431769306569,,,,,,16.1357,,,,
1692,K07112,,,0.6718449284151797,,,0.575,,,14.5436,,,2.4658
1693,K07113,,,0.6913756118545517,,,0.7759999999999999,,,96.51279999999998,,,9.2085
1694,K07114,,,0.7166195156765987,,,0.73936295380696,,,153.6691,,,32.3013
1695,K07117,,,0.62,,,,,,5.9898,,,
1696,K07118,,,0.7175072098605341,,,,,,39.349399999999996,,,
1697,K07120,,,0.623847684680259,,,0.7063762944065123,,,12.8655,,,16.3313
1698,K07123,,,0.7523608082468171,,,,,,21.2094,,,
1699,K07124,,0.565,0.6612154565393471,,,,,12.0966,28.585299999999997,,,
1700,K07126,,,0.6713842289169184,,,,,,34.954,,,
1701,K07127,,,0.7275416430708914,,,,,,62.4198,,,
1702,K07130,0.701,0.4766352635724065,0.7195695787627326,,,,6.6617,32.0172,98.20029999999998,,,
1703,K07131,,,0.7068052504837641,,,,,,142.46439999999998,,,
1704,K07133,,,0.5529999999999999,,,,,,2.2505,,,
1705,K07138,0.5920000000000001,,0.613,,,,5.2566,,5.46,,,
1706,K07139,,,0.521,,,,,,5.516,,,
1707,K07141,,,0.722977045323917,0.799,,0.6598589012719763,,,83.1591,8.3361,,17.7886
1708,K07142,,0.49520674700837586,,,,,,14.386899999999999,,,,
1709,K07143,,0.575,,,,,,12.2025,,,,
1710,K07144,,,0.7646438955275724,,,,,,21.3191,,,
1711,K07147,,,0.6200844150631574,,,,,,23.4961,,,
1712,K07148,,,0.7410000000000001,,,,,,2.7156,,,
1713,K07149,,,0.7619300626310915,,,,,,14.2375,,,
1714,K07150,,,0.6959511968166263,,,,,,18.894,,,
1715,K07151,,0.54,,,,,,13.3947,,,,
1716,K07152,,,0.656264959238088,,,0.7053190380318002,,,67.41919999999999,,,7.2379999999999995
1717,K07154,,,0.679405574433395,,,,,,15.6349,,,
1718,K07156,,0.48701472941134033,0.7083201314215899,,,0.6826303656594669,,25.441499999999998,44.599399999999996,,,50.773100000000014
1719,K07157,,,0.6825332554603717,,,,,,38.0881,,,
1720,K07158,,0.56,,,,0.433,,13.3947,,,,4.3686
1721,K07159,,0.5117675478111205,,,,,,41.4542,,,,
1722,K07160,,,0.7013353104792359,,,,,,37.744099999999996,,,
1723,K07161,,,0.7167639343739319,,,,,,222.70199999999997,,,
1724,K07164,,,0.7194498957317792,,,0.6579999999999999,,,44.5627,,,7.6204
1725,K07165,,,0.612,,,,,,3.1465,,,
1726,K07167,,,0.691,,,,,,1.7701,,,
1727,K07168,,,0.705,,,,,,6.8306,,,
1728,K07171,,0.5539999999999999,0.6367957554516276,,,0.6517333889366673,,2.688,79.2629,,,32.6791
1729,K07172,,,0.595,,,,,,3.2073,,,
1730,K07175,,,0.7059999999999998,,,,,,13.2497,,,
1731,K07176,,0.54,,,,0.285,,11.5004,,,,2.864
1732,K07177,,,0.7114660147927567,,,0.6920000000000001,,,90.4412,,,3.6446
1733,K07178,,0.505,0.7469212399959488,,,,,14.4484,15.5163,,,
1734,K07180,,,0.621,,,,,,9.1264,,,
1735,K07182,,,0.7298746935748391,,,0.7095311138898005,,,122.9986,,,74.0738
1736,K07192,,,0.7096749285806461,,,,,,114.7092,,,
1737,K07213,,,0.7190404041365219,,,0.693,,,7.214799999999999,,,5.5556
1738,K07217,,0.531,0.6629999999999999,,,,,12.5616,11.4516,,,
1739,K07219,,,0.7102602155028986,,,,,,15.1463,,,
1740,K07220,,0.536,0.6764385113979821,,,0.6970000000000001,,12.504,166.0483,,,8.07
1741,K07221,,,0.591,,,0.5822589175014747,,,5.6269,,,14.7399
1742,K07222,,,0.71077889956004,,,,,,44.7451,,,
1743,K07223,,,0.7143019645510366,,,,,,22.4223,,,
1744,K07224,,,0.71,,,,,,9.3068,,,
1745,K07226,,,0.702549291680752,,,,,,10.7273,,,
1746,K07228,,,0.6953227834271825,,,,,,86.17379999999999,,,
1747,K07231,,,0.679,,,,,,4.6467,,,
1748,K07232,,,0.6855551912708077,,,,,,12.3193,,,
1749,K07238,,,0.745,,,,,,11.2815,,,
1750,K07240,,,0.681424480638344,,,0.632,,,115.41980000000002,,,6.4299
1751,K07241,,,0.6349865284648079,,,,,,6.7821,,,
1752,K07243,,0.5194794774858039,0.7093438756914002,,,0.7118702186626296,,25.052500000000002,115.55079999999998,,,9.0204
1753,K07244,,,0.705,,,,,,11.7481,,,
1754,K07245,,,0.706,,,0.74,,,6.9267,,,5.2892
1755,K07246,,,0.627,,,,,,10.1157,,,
1756,K07250,,,0.6729999999999999,,,,,,10.5729,,,
1757,K07251,,,0.7210000000000001,,,,,,5.9286,,,
1758,K07254,,0.535,,,,,,12.9542,,,,
1759,K07258,,,0.6846160221279086,,,,,,36.3464,,,
1760,K07259,,,0.7219465111243052,,,0.7516418801564235,,,118.2922,,,16.8665
1761,K07260,,,0.682416830736272,,,0.711,,,152.3764,,,2.3562
1762,K07261,,,0.7301231480975074,,,0.6310000000000001,,,79.12360000000001,,,2.7597
1763,K07263,,,0.6339472400251003,,,,,,13.723199999999999,,,
1764,K07264,,,0.599323056263293,,,,,,23.3648,,,
1765,K07267,,,,,,0.5549999999999999,,,,,,3.5328
1766,K07270,,,,,,0.6509999999999999,,,,,,4.87
1767,K07273,,,0.6776256793178604,,,,,,13.3658,,,
1768,K07274,,,0.644482790332875,,,,,,32.1226,,,
1769,K07276,,,0.724720695780399,,,,,,12.3681,,,
1770,K07278,,,0.643,,,,,,4.8053,,,
1771,K07284,,,0.7027097251349783,,,0.715,,,119.4155,,,4.1682
1772,K07285,,,0.5847319448178054,,,0.527,,,9.5471,,,2.7522
1773,K07300,,0.546,0.6826276718248233,,,0.7114529030606264,,12.1845,290.08939999999996,,,25.8394
1774,K07301,,0.522,0.6677716920861173,,,,,11.0174,87.2565,,,
1775,K07302,,,0.6496003664122827,,,,,,40.0569,,,
1776,K07304,,0.42569313165151457,0.653445316403408,,,,,38.240899999999996,399.9475,,,
1777,K07305,,0.539,0.6037712972841824,,,,,11.0913,86.75639999999999,,,
1778,K07313,,,0.6589124875478626,,,,,,8.832799999999999,,,
1779,K07315,,,0.7128330963575509,,,,,,263.7297,,,
1780,K07316,,0.531,,,,,,13.2019,,,,
1781,K07323,,,0.5995461762066798,0.6559999999999999,,0.600861591092993,,,58.847100000000005,2.7758,,9.0657
1782,K07334,,,0.6034826263765869,,,,,,22.281,,,
1783,K07335,,0.4914234793804602,0.6681316043699217,,,,,22.180799999999998,85.93480000000001,,,
1784,K07336,,,0.6194461633637202,,,,,,13.473500000000001,,,
1785,K07339,,,0.6962035170879959,,,,,,9.8427,,,
1786,K07340,,,0.7354993556774048,,,,,,25.5439,,,
1787,K07341,,,0.7148596349778801,,,0.6509683981087956,,,14.8464,,,15.1998
1788,K07343,,,0.580059570834856,,,,,,11.497,,,
1789,K07390,,,0.683835775263368,,,,,,91.87169999999999,,,
1790,K07391,,,0.7194405853995819,,,,,,327.458,,,
1791,K07393,,,0.6287327373461451,,,,,,28.6524,,,
1792,K07395,,,0.5632284561159908,,,,,,4.6714,,,
1793,K07396,,,0.7176978810105131,,,0.703,,,29.4317,,,15.179
1794,K07397,,,0.6979021736397988,,,0.713,,,71.6579,,,6.4769
1795,K07398,,0.545,,,,,,12.9542,,,,
1796,K07399,,,0.7507356240746537,,,0.727,,,56.40560000000001,,,4.952
1797,K07400,,0.578,0.664940371200033,,,,,6.0366,26.345600000000005,,,
1798,K07401,,,0.6090724337992571,,,,,,12.6111,,,
1799,K07402,,0.7490000000000001,0.7243564218331405,,,0.7829999999999999,,4.0238,413.4538000000001,,,16.4806
1800,K07403,,0.4933820268406274,0.6869680995242983,,,,,13.2865,161.41770000000002,,,
1801,K07404,,,0.6136515080828617,,,,,,27.504399999999997,,,
1802,K07406,,,0.711,,,,,,8.2899,,,
1803,K07407,,,0.7284505679701744,,,0.618,,,51.1258,,,2.107
1804,K07441,,,0.6799591276334866,,,0.716,,,21.4497,,,3.7791
1805,K07442,,0.54303445810547,0.7152872645737406,,,,,23.264400000000002,78.8748,,,
1806,K07443,,0.519,0.7587304246968936,,,,,12.8585,70.0836,,,
1807,K07445,,,0.7507152332351803,,,,,,19.231,,,
1808,K07447,,,0.7177775805266206,,,0.7780981553802411,,,128.81740000000005,,,22.974
1809,K07448,,,0.5760000000000001,,,0.5906145215261257,,,2.4979,,,8.6158
1810,K07451,,0.38399999999999995,0.669374345128253,,,0.5589999999999999,,3.2413,116.85579999999999,,,4.7809
1811,K07452,,,0.5959274777253284,,,,,,5.3156,,,
1812,K07456,,,0.62,,,,,,8.3094,,,
1813,K07458,,,0.7379584191044974,,,,,,6.3102,,,
1814,K07460,,,0.7138067915086374,,,0.7148027464578529,,,133.78969999999995,,,14.171199999999999
1815,K07461,,,0.7006388810844469,,,,,,23.7089,,,
1816,K07462,,0.5402449885487628,0.7179214120083967,,,,,25.770699999999998,238.3953,,,
1817,K07464,,,0.61,,,,,,8.0339,,,
1818,K07465,,,0.715,,,0.748,,,10.3967,,,7.1746
1819,K07473,,,0.688,,,,,,4.2896,,,
1820,K07477,,0.542,0.7446514321018955,,,,,11.0734,35.77909999999999,,,
1821,K07478,,,0.7045018793260505,,,,,,241.53859999999997,,,
1822,K07480,,0.52,0.5507830886564814,,,0.5496581363466659,,6.3459,160.731,,,23.3643
1823,K07481,,,0.6636970555695446,,,,,,163.31879999999998,,,
1824,K07482,,,0.6937478686531201,,,0.63,,,335.74820000000005,,,5.2844
1825,K07483,,,0.6583345148469211,,,0.6217684873969553,,,297.9679999999999,,,23.4258
1826,K07484,,,0.6614790273642904,,,0.6308377459530248,,,257.22270000000003,,,11.1589
1827,K07485,,,0.6865122940275299,,,,,,249.86909999999995,,,
1828,K07486,,0.722,0.6761569755425946,0.7499999999999999,,0.6822482964590839,,3.9814,3875.5120000000006,4.6169,,55.59609999999999
1829,K07487,,0.5570775278275887,0.6335227770135263,,,,,9.993200000000002,102.072,,,
1830,K07488,,,0.6063587423184605,,,,,,14.2909,,,
1831,K07491,,,0.6193858233794742,,,0.664,,,143.91519999999997,,,2.738
1832,K07492,0.619224140874591,0.3384054759011507,0.6477197463777692,,,0.7090000000000001,11.0928,9.9018,674.7601000000004,,,4.1959
1833,K07493,,,0.6806654114711229,,,,,,963.991,,,
1834,K07494,,0.5806392951588836,0.626456453411678,0.6061519128065076,,0.4908137959747377,,14.0225,977.8519999999995,31.1112,,53.2547
1835,K07495,,,0.6340051448631213,,,0.5750941907574002,,,194.0621,,,36.9294
1836,K07496,,,0.6874359513934937,,,0.694,,,195.82380000000003,,,2.1928
1837,K07497,0.6014771958996472,0.5795378788216424,0.6646193411183768,0.5371928767495814,,0.6692226783792993,15.902000000000001,20.226399999999998,2070.0701,9.818000000000001,,25.908599999999996
1838,K07498,,,0.5800549537993661,,,,,,111.58800000000001,,,
1839,K07499,,0.36466118868929037,0.6454694757788889,,,0.6342453419540551,,14.682999999999998,215.4723,,,83.2969
1840,K07501,,,0.5737237897471846,,,0.624,,,13.0062,,,6.453
1841,K07502,,,0.596,,,,,,8.9086,,,
1842,K07503,,,0.7087733499692834,,,,,,140.63440000000003,,,
1843,K07506,,,0.6878559819302233,,,,,,56.2589,,,
1844,K07507,,0.4853598851087693,0.7039882455254031,,,0.7161812874523534,,16.199099999999998,68.5474,,,4.616899999999999
1845,K07533,,,0.6265563345997035,,,,,,23.6332,,,
1846,K07544,,,0.635,,,,,,8.3854,,,
1847,K07546,,,0.627,,,,,,4.812,,,
1848,K07558,,0.535,,,,,,13.6402,,,,
1849,K07559,,,0.5579999999999999,,,,,,4.2785,,,
1850,K07560,,,0.7308880008481008,,,,,,160.7496,,,
1851,K07565,,0.524,,,,,,11.5088,,,,
1852,K07566,,0.5151913923735076,0.7454143231885864,,,,,14.9547,76.1918,,,
1853,K07568,,,0.6916803540749363,,,,,,72.16899999999998,,,
1854,K07569,,0.517,,,,0.401,,11.8435,,,,3.467
1855,K07571,,,0.6791674977974748,,,,,,22.836100000000002,,,
1856,K07572,,0.534,,,,,,13.7118,,,,
1857,K07573,,0.5008960270469086,,,,,,19.3019,,,,
1858,K07574,,,0.593,,,,,,2.0111,,,
1859,K07577,,0.5487329178859538,,,,,,26.2909,,,,
1860,K07580,,0.579,,,,,,11.941,,,,
1861,K07581,,,0.488576794976232,,,,,,15.5434,,,
1862,K07583,,0.514,,,,,,12.337,,,,
1863,K07588,,0.53,0.7170963879243392,,,,,13.2039,105.53670000000001,,,
1864,K07636,,,0.7383718561974913,,,,,,28.4013,,,
1865,K07642,,,0.7440645120058516,,,,,,14.6204,,,
1866,K07646,,,0.7107832459870554,,,,,,77.4863,,,
1867,K07667,,,0.705063681571357,,,,,,34.931200000000004,,,
1868,K07669,,,0.68,,,,,,13.6069,,,
1869,K07670,,,0.743,,,,,,5.6337,,,
1870,K07675,,,0.7090000000000001,,,,,,7.2516,,,
1871,K07682,,,0.7517494506545677,,,,,,25.676,,,
1872,K07684,,,0.711,,,,,,13.2497,,,
1873,K07693,,,0.7375542820539187,,,,,,41.2064,,,
1874,K07696,,,0.621,,,,,,6.1517,,,
1875,K07708,,,0.629,,,,,,10.5666,,,
1876,K07711,,,0.596,,,,,,10.1725,,,
1877,K07713,,,0.621,,,,,,8.9352,,,
1878,K07721,,0.404,,,,,,3.4866,,,,
1879,K07722,,0.45114843430674445,0.579,,,,,15.921,9.6096,,,
1880,K07723,,,,,,0.48800000000000004,,,,,,4.3306
1881,K07726,,,0.5559650962019972,,,,,,10.0744,,,
1882,K07727,,,0.6709999999999999,,,,,,9.4006,,,
1883,K07729,,,0.6646933888492879,,,,,,31.807199999999998,,,
1884,K07732,,0.5362112580535775,,,,,,17.0452,,,,
1885,K07733,,,0.631089865441915,,,,,,54.890600000000006,,,
1886,K07734,,,0.6559683458229411,,,0.664,,,18.3395,,,3.2874
1887,K07735,,,0.7117949188138342,,,,,,81.095,,,
1888,K07736,,,0.6268571134439332,,,0.521,,,318.1172,,,4.0789
1889,K07738,,0.645,0.6881866263056978,,,0.723,,12.3563,113.8709,,,7.3786
1890,K07739,,0.531865560196203,,,,,,16.094,,,,
1891,K07742,,,0.719623225069667,,,0.6481516992596494,,,52.1502,,,17.0375
1892,K07743,,,,,,0.606,,,,,,5.3878
1893,K07746,,,0.5702106042288619,,,,,,8.1062,,,
1894,K07755,,0.41008677579540037,0.69271309660054,,,,,12.4145,220.82699999999997,,,
1895,K07768,,,0.7430277128542074,,,,,,19.570700000000002,,,
1896,K07775,,,0.6931378131838116,,,,,,21.2053,,,
1897,K07778,,,0.750109351828878,,,,,,108.801,,,
1898,K07793,,,0.6537158278036319,,,0.6002410537538283,,,598.8009,,,9.2454
1899,K07794,,,0.6588827648213047,,,0.6217481594830536,,,70.12389999999999,,,17.777500000000003
1900,K07795,0.6920000000000001,,0.6518459714706399,,,,3.8419,,259.3995,,,
1901,K07814,,,0.581,,,,,,8.0989,,,
1902,K07816,,,,,,0.635,,,,,,2.2184
1903,K07979,,,0.6955205997653303,,,,,,45.52119999999999,,,
1904,K08084,,,0.556,,,0.4920000000000001,,,4.0843,,,8.5135
1905,K08096,,0.476676772299032,,,,,,21.532000000000004,,,,
1906,K08097,,0.5539999999999999,0.6929938206599306,,,,,11.941,61.0813,,,
1907,K08137,,0.65,,,,,,10.2811,,,,
1908,K08166,,,0.7184297064863618,,,,,,28.7105,,,
1909,K08167,,0.555,0.7101794101998945,,,,,11.5797,128.7889,,,
1910,K08177,,,0.6860326738153794,,,,,,18.0549,,,
1911,K08217,,,0.7200579754042907,,,,,,33.2992,,,
1912,K08218,,,0.6747383800014375,,,,,,19.7832,,,
1913,K08223,,,0.7306714155445243,,,0.732,,,26.6139,,,4.0822
1914,K08224,,,0.682,,,,,,3.2467,,,
1915,K08225,,,0.7457061433846964,,,,,,12.622700000000002,,,
1916,K08234,,,0.6448523658962453,,,,,,49.2173,,,
1917,K08256,,,0.7379499018917128,,,,,,16.358,,,
1918,K08281,,0.5429999999999999,0.6900703693621949,,,,,2.3341,78.74459999999999,,,
1919,K08296,,0.5670000000000001,0.6918634356424174,,,0.43538072639321496,,12.8738,151.3477,,,8.2095
1920,K08304,,,0.6503489646524616,,,,,,7.2137,,,
1921,K08305,,,0.667261487484292,,,,,,22.826,,,
1922,K08307,,,0.5982931992481323,,,,,,29.3978,,,
1923,K08309,,,0.6552744361132332,,,,,,51.34179999999999,,,
1924,K08311,,,0.6888650652234607,,,,,,29.881299999999996,,,
1925,K08316,,,0.7309352619309547,,,,,,154.5453,,,
1926,K08321,,0.562,,,,,,12.2183,,,,
1927,K08355,,,0.7011718086682871,,,,,,13.1431,,,
1928,K08363,,,,,,0.674,,,,,,2.0247
1929,K08369,,,0.6844607645374198,,,,,,10.7222,,,
1930,K08372,,,0.696,,,,,,11.3734,,,
1931,K08481,,,0.5023153016833742,,,,,,9.280000000000001,,,
1932,K08482,,,0.6437740619934573,,,,,,41.749700000000004,,,
1933,K08591,,,0.6966373056492712,,,,,,55.06719999999999,,,
1934,K08602,,0.5097153835671413,0.6891274546765812,,,,,17.8749,88.2256,,,
1935,K08640,,,0.7090000000000001,,,0.594,,,4.7643,,,2.4128
1936,K08641,,,0.7292273678888866,,,0.7298406560388523,,,28.125099999999996,,,28.3794
1937,K08651,,0.7020000000000001,,,,,,7.9391,,,,
1938,K08681,,0.5260989964036525,0.7165528338890628,,,,,15.9567,228.79729999999998,,,
1939,K08683,,,0.7376784361802334,,,,,,89.9178,,,
1940,K08691,,,0.6976341247725626,,,,,,73.93780000000001,,,
1941,K08717,,0.522,,,,,,12.717,,,,
1942,K08722,,,0.5220390844177873,,,,,,12.351199999999999,,,
1943,K08738,,,0.6920857002995482,,,,,,33.8712,,,
1944,K08963,,0.5579999999999999,0.7347124178234576,,,,,12.8162,27.3019,,,
1945,K08966,,,0.7040000000000001,,,,,,5.2705,,,
1946,K08968,,,0.7185491476488802,,,,,,23.965600000000002,,,
1947,K08970,,0.483,0.7020303562585966,,,0.7872647331556943,,12.717,167.54589999999996,,,49.695899999999995
1948,K08972,,,0.6931674123872542,,,0.6448598416367002,,,175.2406,,,43.5719
1949,K08973,,,0.6552953376604417,,,,,,13.456399999999999,,,
1950,K08975,,0.5340678028623673,,,,,,16.151400000000002,,,,
1951,K08976,,,0.5819090972865505,,,,,,17.758699999999997,,,
1952,K08978,,,0.6478314161832442,,,,,,11.799900000000001,,,
1953,K08979,,0.573,,,,,,12.2025,,,,
1954,K08981,,,0.7548606258685864,,,0.7478721334162983,,,73.218,,,40.352000000000004
1955,K08982,,0.5151304766607009,0.677843870215014,,,0.6824013616226431,,24.1213,52.0626,,,47.5734
1956,K08988,,,0.642,,,,,,1.6644,,,
1957,K08989,,,,,,0.5920000000000001,,,,,,8.2665
1958,K08990,,,0.7340000000000001,,,,,,8.4032,,,
1959,K08992,,,0.6770605194427537,,,0.6917238225984452,,,39.544999999999995,,,56.831399999999995
1960,K08994,0.536,,,,,,8.6881,,,,,
1961,K08995,,,0.67410863829226,,,0.6174268371437097,,,15.848300000000002,,,17.808799999999998
1962,K08998,,,0.7034904369829389,,,,,,144.27750000000003,,,
1963,K08999,,,0.6676262843111296,,,0.6882629800927941,,,216.5318,,,24.450899999999997
1964,K09001,,,0.6459920804092223,,,,,,40.665099999999995,,,
1965,K09005,,0.4821810663882464,0.7092316469015375,,,0.7194066434756518,,43.4678,144.7904,,,15.9008
1966,K09008,,,0.709561655327392,,,,,,6.6943,,,
1967,K09009,,,0.7718333612102232,,,,,,39.052499999999995,,,
1968,K09012,,0.355,0.757,,,0.564,,3.7848,15.6048,,,8.99
1969,K09013,,0.49624126344476516,0.6604162105453145,,,,,18.0591,129.21939999999998,,,
1970,K09014,,0.502,0.665,,,,,11.3631,16.4847,,,
1971,K09015,,0.534,0.7319381877570188,,,,,11.3631,21.6971,,,
1972,K09017,,,0.6836244373424644,,,,,,26.705199999999998,,,
1973,K09020,,0.528,0.708,,,,,12.3366,6.3504,,,
1974,K09022,,0.4919834858392482,0.6660287647129414,,,,,13.8463,359.6024999999999,,,
1975,K09024,,,0.693,,,,,,4.4353,,,
1976,K09117,,,0.7140725299455828,,,0.7722010242511785,,,140.3385,,,14.1687
1977,K09118,,0.5489999999999999,0.67165889936181,,,,,11.909,139.81599999999997,,,
1978,K09120,,0.5760000000000001,,,,,,12.2432,,,,
1979,K09121,,0.55,0.7476100779730799,,,,,12.9907,61.859,,,
1980,K09122,,0.5054135276407288,0.669911492950299,,,0.569,,16.4285,32.226099999999995,,,1.9249
1981,K09125,,,0.666431655165561,,,,,,46.9711,,,
1982,K09128,,0.5429999999999999,,,,,,12.126,,,,
1983,K09129,0.5539999999999999,,0.53,,,,5.9952,,3.0258,,,
1984,K09131,,,0.7151034261323829,,,0.7547728912978837,,,63.9751,,,11.505700000000001
1985,K09132,,,0.5529999999999999,,,,,,5.1993,,,
1986,K09136,,0.5271991558419574,0.6948627894602902,,,,,17.925600000000003,12.2826,,,
1987,K09137,,,0.728458157128042,,,,,,34.824600000000004,,,
1988,K09140,,0.5144108851084932,,,,,,17.2061,,,,
1989,K09141,,0.568,,,,,,12.9478,,,,
1990,K09142,,0.504,,,,,,10.5202,,,,
1991,K09143,,0.485,0.6390234110394494,,,,,12.3985,16.517599999999998,,,
1992,K09146,,,0.66,,,,,,1.3744,,,
1993,K09147,,0.62,0.626,,,,,3.1606,8.8804,,,
1994,K09148,,0.487,,,,,,14.4484,,,,
1995,K09152,,0.5222939531561605,,,,,,16.3851,,,,
1996,K09154,,,0.7152988932099296,,,0.7490000000000001,,,37.7364,,,12.1242
1997,K09159,,,0.677,,,,,,3.7712,,,
1998,K09160,,,0.702,,,,,,3.7432,,,
1999,K09163,,,0.6876468456277888,,,,,,61.5141,,,
2000,K09164,,,0.7426773243132592,,,,,,27.517699999999998,,,
2001,K09165,,0.4870868718165177,0.6523785963634207,,,0.5169928704384171,,15.7012,164.3647,,,31.0075
