,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Riboviria,GC_adj Varidnaviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Riboviria,gene_counts Varidnaviria,gene_counts unclassified viruses,gene_countsUnclassified
1523,K07161,,,0.7019463696846038,,,,,,,,173.9621,,,,,
1524,K07164,,,0.7127220601087858,,,,,0.74,,,16.357599999999998,,,,,4.5827
1525,K07165,,,0.659,,,,,,,,2.7554,,,,,
1526,K07166,,,0.531,,,,,,,,2.4039,,,,,
1527,K07171,,,0.6042684302514434,,,,,0.6709999999999999,,,61.65270000000001,,,,,2.0774
1528,K07172,,,0.5814689329249743,,,,,,,,7.7756,,,,,
1529,K07177,,,0.6939599941281791,,,,,0.695,,,62.9849,,,,,4.494
1530,K07182,,,0.6972241541054205,,,,,,,,54.4298,,,,,
1531,K07183,,,0.6619680325688917,,,,,,,,15.4668,,,,,
1532,K07192,,,0.7169645263615705,,,,,,,,34.910799999999995,,,,,
1533,K07213,,,0.6809999999999999,,,,,0.614,,,5.1412,,,,,3.1289
1534,K07220,,,0.6080030868273404,,,,,,,,83.9496,,,,,
1535,K07221,,,0.532,,,,,,,,3.523,,,,,
1536,K07223,,,0.69,,,,,,,,3.8923,,,,,
1537,K07226,,,0.6291297151126557,,,,,,,,11.3271,,,,,
1538,K07228,,,0.7132432952481471,,,,,,,,44.9275,,,,,
1539,K07230,,,0.63,,,,,,,,2.1061,,,,,
1540,K07231,,,0.6616980482868295,,,,,,,,10.014800000000001,,,,,
1541,K07232,,,0.6654603932827021,,,,,,,,24.623000000000005,,,,,
1542,K07233,,,0.6619999999999999,,,,,,,,3.7521,,,,,
1543,K07237,,,,,,,,0.585,,,,,,,,2.7299
1544,K07238,,,0.7130000000000001,,,,,,,,10.1327,,,,,
1545,K07240,,,0.6435391967042419,,,,,,,,150.4283,,,,,
1546,K07243,,,0.6633424221302313,,,,,0.7110000000000001,,,82.69990000000001,,,,,11.7044
1547,K07244,,,0.7219999999999999,,,,,,,,8.5489,,,,,
1548,K07251,,,0.6896026881385913,,,,,,,,7.0776,,,,,
1549,K07257,,,0.525,,,,,,,,2.84,,,,,
1550,K07258,,,0.657,,,,,,,,8.8473,,,,,
1551,K07259,,,0.6693962930099816,,,,,,,,114.40800000000002,,,,,
1552,K07260,,,0.6681246412474178,,,,,,,,110.0782,,,,,
1553,K07261,,,0.6625638042845234,,,,,,,,65.6302,,,,,
1554,K07262,,,0.67,,,,,,,,5.9378,,,,,
1555,K07263,,,0.5804813251070863,,,,,,,,9.1993,,,,,
1556,K07264,,,0.5800155272569881,,,,,,,,24.3762,,,,,
1557,K07267,,,0.5581060227995827,,,,,0.605,,,6.1008,,,,,4.6274
1558,K07273,,,0.6291753204660305,,,,,0.685,,,52.2928,,,,,2.0481
1559,K07275,,,,,,,,0.609,,,,,,,,3.6952
1560,K07281,,,0.528,,,,,,,,5.8663,,,,,
1561,K07284,,,0.6459052444357549,,,,,0.7020000000000001,,,50.4546,,,,,4.6156
1562,K07287,,,0.6456923297328376,,,,,,,,7.879,,,,,
1563,K07290,,,0.652,,,,,,,,5.4286,,,,,
1564,K07300,,0.6940000000000001,0.6484410813809178,,,,,,,5.9688,168.7629,,,,,
1565,K07301,,,0.6891920055394284,,,,,,,,18.4998,,,,,
1566,K07302,,,0.6035197346917577,,,,,,,,23.7528,,,,,
1567,K07304,,0.365,0.6390510557993455,,,,,,,2.1168,302.92800000000005,,,,,
1568,K07305,,,0.6566824067737252,,,,,,,,62.7777,,,,,
1569,K07313,,,0.5831518708954347,,,,,,,,16.1607,,,,,
1570,K07315,,0.682,0.6472208956502677,,,,,,,3.5285,109.05380000000001,,,,,
1571,K07320,,,0.644,,,,,,,,4.6919,,,,,
1572,K07321,,,0.6929999999999998,,,,,,,,5.0576,,,,,
1573,K07322,,,0.4637486195123966,,,,,,,,9.3006,,,,,
1574,K07323,,,0.6259541629839486,,,,,0.6509099920815615,,,70.1103,,,,,11.731
1575,K07334,,,0.5624662262705851,,,,,,,,12.97,,,,,
1576,K07335,,,0.6533423515886646,,,,,,,,64.2198,,,,,
1577,K07339,,,0.5937710451025752,,,,,,,,7.4983,,,,,
1578,K07340,,,0.619315781060038,,,,,,,,10.1905,,,,,
1579,K07341,,,0.6192044875297239,,,,,0.489,,,10.2843,,,,,2.0898
1580,K07343,,,0.614,,,,,,,,2.2932,,,,,
1581,K07390,,,0.6639544828295845,,,,,,,,49.6806,,,,,
1582,K07391,,,0.6958279270757101,,,,,,,,161.0419,,,,,
1583,K07393,,,0.569534811061619,,,,,,,,55.559400000000004,,,,,
1584,K07395,,,0.5944045575974264,,,,,,,,23.0522,,,,,
1585,K07396,,,0.690047330970557,,,,,,,,13.9712,,,,,
1586,K07397,,,0.6425107253789818,,,,,,,,45.623200000000004,,,,,
1587,K07399,,,0.6965330492603955,,,,,,,,24.432299999999998,,,,,
1588,K07400,,,0.673953062433249,,,,,,,,55.9197,,,,,
1589,K07401,,,0.627,,,,,,,,3.3862,,,,,
1590,K07402,,,0.7061986344786586,,,,,0.6380000000000001,,,262.0628,,,,,2.5833
1591,K07403,,,0.6563910725678538,,,,,0.7495306630974026,,,178.8932,,,,,18.1436
1592,K07404,,,0.5822981450795972,,,,,,,,41.7913,,,,,
1593,K07407,,,0.5858553675986267,,,,,,,,55.4158,,,,,
1594,K07441,,,0.6779999999999999,,,,,,,,7.7558,,,,,
1595,K07442,,,0.7130426898931952,,,,,,,,90.21700000000001,,,,,
1596,K07443,,,0.513,,,,,,,,3.5508,,,,,
1597,K07445,,,0.648,,,,,,,,2.0386,,,,,
1598,K07447,,,0.7120024181942193,,,,,0.573,,,65.711,,,,,2.2866
1599,K07448,,,0.6279272427748871,,,,,0.637,,,5.1644,,,,,2.4937
1600,K07450,,,0.4797418206023226,,,,,0.377,,,17.0086,,,,,5.4348
1601,K07451,,,0.660171857679225,,,,,0.5244482419933161,,,152.8398,,,,,6.4079
1602,K07455,,,0.6530000000000001,,,,,0.637,,,3.8926,,,,,5.4289
1603,K07460,,,0.6895836579338022,,,,,0.6606860621214574,,,82.80509999999998,,,,,12.961400000000001
1604,K07461,,,0.5342055440032311,,,,,,,,15.8767,,,,,
1605,K07462,,,0.664970325822491,,,,,0.721,,,165.6825,,,,,1.487
1606,K07464,,,0.575,,,,,,,,4.5757,,,,,
1607,K07465,,,0.6608343394480406,,,,,,,,11.4445,,,,,
1608,K07474,,,,,,,,0.5474769956641696,,,,,,,,18.186799999999998
1609,K07477,,,0.768,,,,,,,,8.3017,,,,,
1610,K07478,,,0.6947772137395627,,,,,,,,185.4921,,,,,
1611,K07480,,,0.5517864868202469,,,,,,,,158.7179,,,,,
1612,K07481,0.539,,0.6417970806481136,,,,,,3.3833,,616.8982999999998,,,,,
1613,K07482,,,0.6721874072838706,,,,,,,,590.7892999999998,,,,,
1614,K07483,,,0.6459399222142205,,,,,0.6218749009793428,,,713.0766000000003,,,,,30.363100000000003
1615,K07484,,,0.6438100721917625,,,,,0.6297595049475231,,,481.9042999999999,,,,,14.2929
1616,K07485,0.508,0.5606601525819483,0.6622339161196099,,,,,0.5790382952381102,7.4407,21.0706,683.6804000000002,,,,,23.785400000000003
1617,K07486,,,0.6590076431994958,0.5920000000000001,,,,0.639107485176028,,,7529.309399999999,2.1004,,,,271.92710000000005
1618,K07487,,,0.6193399736866939,,,,,,,,244.13080000000002,,,,,
1619,K07488,,0.331,0.5655648878077194,,,,,,,3.1448,82.4785,,,,,
1620,K07491,,0.505,0.6001571983995937,,,,,0.6700359578116216,,2.5905,292.1534,,,,,10.2104
1621,K07492,,,0.6217242825220555,,,,,,,,760.1229999999998,,,,,
1622,K07493,,,0.6719779782506081,,,,,0.6,,,1759.6576999999995,,,,,3.9943
1623,K07494,,0.5842493762887597,0.6121365306180965,0.5342894819162957,,,,0.745,,14.8,1431.5974000000003,9.862300000000001,,,,7.9048
1624,K07495,,0.616,0.6098860525547655,,,,,0.5774392506992271,,7.7393,374.59279999999984,,,,,16.8563
1625,K07496,,0.5687392572332001,0.6642270535650336,,,,,0.48900000000000005,,28.443399999999997,310.80319999999983,,,,,11.1389
1626,K07497,0.5408429130330162,0.43866562831709466,0.639243534723949,0.4431904844457422,,,,0.6770418486312565,23.9567,27.187900000000003,4110.5563999999995,21.4672,,,,56.34600000000001
1627,K07498,,,0.6269141798719147,,,,,,,,125.7706,,,,,
1628,K07499,,0.339,0.6468234766814541,,,,,0.6935767797056505,,5.7528,255.55760000000004,,,,,29.988400000000002
1629,K07501,,,0.6076005019389739,,,,,,,,13.8623,,,,,
1630,K07502,,,0.732,,,,,,,,2.9452,,,,,
1631,K07503,,,0.7062530134105071,,,,,,,,58.97110000000001,,,,,
1632,K07506,,,0.6038710010648481,,,,,,,,94.4058,,,,,
1633,K07507,,,0.646413786739562,,,,,0.7264502834384701,,,52.35880000000001,,,,,13.623
1634,K07556,,,0.69,,,,,,,,6.2556,,,,,
1635,K07560,,,0.6600074450982822,,,,,0.701,,,88.2925,,,,,2.9192
1636,K07566,,0.375378700754936,0.6658846961395218,,,,,0.7559999999999999,,6.0375,52.767700000000005,,,,,4.0572
1637,K07568,,,0.6590348678157683,,,,,,,,49.8151,,,,,
1638,K07571,,,0.659,,,,,,,,16.1927,,,,,
1639,K07572,,0.32299999999999995,,,,,,,,2.8974,,,,,,
1640,K07574,,,0.642,,,,,,,,5.8419,,,,,
1641,K07576,,,0.5820000000000001,,,,,,,,5.389,,,,,
1642,K07583,,0.302,,,,,,,,2.6605,,,,,,
1643,K07586,,,0.716,,,,,,,,2.2421,,,,,
1644,K07588,,,0.6670968740369502,,,,,,,,16.665599999999998,,,,,
1645,K07636,,,0.501,,,,,,,,4.0584,,,,,
1646,K07637,,,0.586,,,,,,,,3.8325,,,,,
1647,K07642,,,0.7090000000000001,,,,,,,,9.6911,,,,,
1648,K07646,,,0.7202934134287083,,,,,,,,41.44,,,,,
1649,K07675,,,0.639,,,,,,,,6.9929,,,,,
1650,K07682,,,0.6729999999999999,,,,,,,,11.8203,,,,,
1651,K07689,,,0.65,,,,,,,,5.1011,,,,,
1652,K07695,,,0.7179999999999999,,,,,,,,13.2409,,,,,
1653,K07705,,,0.49988581126988857,,,,,,,,7.6266,,,,,
1654,K07711,,,0.682,,,,,,,,4.1131,,,,,
1655,K07722,,0.37200000000000005,,,,,,,,3.6475,,,,,,
1656,K07723,,,0.6609999999999998,,,,,,,,4.0194,,,,,
1657,K07726,,,0.625691182740764,,,,,0.5671110782987736,,,13.3174,,,,,9.1097
1658,K07727,,,0.5413509974410178,,,,,0.5501566032196145,,,47.177800000000005,,,,,8.0035
1659,K07729,,,0.654,,,,,,,,5.3977,,,,,
1660,K07733,,,0.5778158851581966,,,,,0.63394701530252,,,35.3386,,,,,11.4784
1661,K07734,,,0.6761398068135105,0.667,,,,,,,8.403500000000001,3.0104,,,,
1662,K07735,,,0.6509149025825467,,,,,,,,111.74990000000001,,,,,
1663,K07736,,,0.6128755753039578,,,,,0.695,,,280.17580000000004,,,,,2.2827
1664,K07738,,,0.6569206593206883,,,,,,,,114.40140000000001,,,,,
1665,K07742,,,0.6718802005893191,,,,,0.7035954825502324,,,69.98360000000001,,,,,18.403599999999997
1666,K07746,,,0.6154742863177585,,,,,,,,13.7104,,,,,
1667,K07755,,0.6055699514447329,0.6818690279554024,,,,,,,10.8446,147.84269999999998,,,,,
1668,K07775,,,0.6919104617823487,,,,,,,,30.6573,,,,,
1669,K07778,,,0.7087839955412427,,,,,,,,16.362099999999998,,,,,
1670,K07793,,,0.6525091426274396,,,,,,,,823.3226999999996,,,,,
1671,K07794,,,0.6440749129244518,,,,,0.597,,,81.17250000000001,,,,,4.8754
1672,K07795,,,0.6429018098611214,,,,,,,,658.7336999999999,,,,,
1673,K07799,,,0.693,,,,,,,,5.4108,,,,,
1674,K07979,,,0.6653836176305222,,,,,,,,26.520300000000002,,,,,
1675,K08084,,,0.66,,,,,,,,3.0186,,,,,
1676,K08086,,,0.6538792183910118,,,,,0.682,,,10.0741,,,,,3.9327
1677,K08096,,0.327,,,,,,,,3.5272,,,,,,
1678,K08097,,,0.6857825540797607,,,,,,,,41.8828,,,,,
1679,K08167,,,0.6681148292314574,,,,,,,,18.8737,,,,,
1680,K08223,,,0.6827718875566849,,,,,,,,27.0031,,,,,
1681,K08234,,,0.6512400681334163,,,,,,,,44.8654,,,,,
1682,K08260,,,,,,,,0.61,,,,,,,,3.8741
1683,K08281,,,0.6756467631496096,,,,,,,,50.073299999999996,,,,,
1684,K08296,,0.610721735471383,0.6430624163876396,,,,,0.7,,15.9369,105.5151,,,,,4.1266
1685,K08303,,,0.5760393031729887,,,,,,,,23.1857,,,,,
1686,K08304,,,0.6458599924798649,,,,,,,,29.9408,,,,,
1687,K08305,,,0.6398476714372926,,,,,,,,76.57039999999999,,,,,
1688,K08307,,,0.6401647603313093,,,,,,,,18.2957,,,,,
1689,K08309,,,0.6078704172840661,,,,,,,,65.4856,,,,,
1690,K08310,,,0.674,,,,,,,,3.0256,,,,,
1691,K08311,,,0.6482256609021841,,,,,,,,18.4099,,,,,
1692,K08316,,,0.6749997895504662,,,,,,,,81.7657,,,,,
1693,K08321,,,0.6629999999999999,,,,,,,,3.4323,,,,,
1694,K08355,,,0.637,,,,,,,,4.1987,,,,,
1695,K08365,,,0.581,,,,,,,,2.9121,,,,,
1696,K08369,,,0.698,,,,,,,,11.3206,,,,,
1697,K08481,,0.47100000000000003,0.5977713513470281,,,,,,,3.4819,22.651699999999998,,,,,
1698,K08482,,,0.6226985469520366,,,,,,,,42.3402,,,,,
1699,K08591,,,0.6549942130413042,,,,,,,,47.07769999999999,,,,,
1700,K08602,,,0.6187202042235523,,,,,,,,16.258200000000002,,,,,
1701,K08640,,,0.6629999999999999,,,,,,,,1.8896,,,,,
1702,K08641,,,0.5962120214926013,,,,,,,,51.24250000000001,,,,,
1703,K08681,,,0.7028027776530451,,,,,,,,112.6858,,,,,
1704,K08683,,,0.728,,,,,,,,16.2745,,,,,
1705,K08722,,,0.5434934312444945,,,,,,,,7.282,,,,,
1706,K08738,,,0.6177267467628621,,,,,,,,52.648799999999994,,,,,
1707,K08744,,,0.622,,,,,,,,5.7826,,,,,
1708,K08762,,,0.623,,,,,,,,3.2195,,,,,
1709,K08963,,0.384,0.650383778959549,,,,,,,5.2657,23.9591,,,,,
1710,K08964,,,0.5641306781108594,,,,,,,,6.7379999999999995,,,,,
1711,K08967,,,0.549712246453134,,,,,,,,8.7385,,,,,
1712,K08968,,,0.5470478940446236,,,,,,,,14.0643,,,,,
1713,K08970,,,0.6931150880561521,,,,,,,,79.00290000000001,,,,,
1714,K08972,,,0.6479972754856423,,,,,0.6570465325104501,,,80.83270000000002,,,,,12.753899999999998
1715,K08973,,,0.5641295784001511,,,,,,,,17.7286,,,,,
1716,K08976,,,0.5375874995461041,,,,,,,,22.4517,,,,,
1717,K08978,,,,,,,,0.6354590399540098,,,,,,,,8.1646
1718,K08981,,,0.6970377287750882,,,,,,,,18.3079,,,,,
1719,K08982,,,0.6689459635482584,,,,,0.6841376361213635,,,29.6829,,,,,12.9732
1720,K08984,,,0.6049187865053568,,,,,,,,13.2177,,,,,
1721,K08986,,,0.7090000000000001,,,,,,,,6.2535,,,,,
1722,K08987,,,0.68,,,,,,,,6.9649,,,,,
1723,K08988,,,0.6028427596986251,,,,,,,,8.4856,,,,,
1724,K08989,,,,,,,,0.581,,,,,,,,2.3096
1725,K08990,,,0.6859999999999999,,,,,,,,4.9857,,,,,
1726,K08992,,,0.6563067959755883,,,,,0.612549943319711,,,54.823499999999996,,,,,51.37780000000001
1727,K08995,,,0.6119600474150064,,,,,,,,19.979899999999997,,,,,
1728,K08996,,,0.5708360274175421,,,,,,,,7.4191,,,,,
1729,K08997,,,0.6481378977967593,,,,,,,,21.3114,,,,,
1730,K08998,,,0.6919148699676599,,,,,,,,69.32,,,,,
1731,K08999,,,0.6398951744473144,,,,,0.758,,,191.22299999999996,,,,,8.2432
1732,K09001,,,0.69,,,,,,,,3.9449,,,,,
1733,K09004,,,0.6468420637649076,,,,,,,,7.2578,,,,,
1734,K09005,,0.348,0.6878732473581862,,,,,0.7,,3.2047,86.8224,,,,,3.0786
1735,K09008,,,0.6509999999999999,,,,,,,,6.6584,,,,,
1736,K09009,,,0.7286124533991887,,,,,0.726,,,29.2382,,,,,9.0296
1737,K09012,,,0.7261380350841722,,,,,,,,13.5401,,,,,
1738,K09013,,,0.6429254830824493,,,,,,,,204.43209999999996,,,,,
1739,K09014,,,0.6190981312199098,,,,,,,,75.0178,,,,,
1740,K09015,,,0.6496382710389843,,,,,,,,11.104800000000001,,,,,
1741,K09017,,,0.6949635386078683,,,,,,,,10.4412,,,,,
1742,K09019,,,0.649,,,,,,,,4.6725,,,,,
1743,K09022,,,0.6474918173455381,,,,,0.721,,,267.6154999999999,,,,,3.2465
1744,K09024,,,0.695,,,,,,,,7.5957,,,,,
1745,K09117,,,0.6425902867528418,,,,,,,,86.27530000000002,,,,,
1746,K09118,,,0.6338655929607173,,,,,,,,168.15299999999996,,,,,
1747,K09121,,,0.678328913548305,,,,,,,,30.808299999999996,,,,,
1748,K09122,,0.292,0.6624508480958601,,,,,,,3.5985,10.058,,,,,
1749,K09123,,,0.723,,,,,,,,8.0663,,,,,
1750,K09125,,,0.6755023099728472,,,,,,,,38.690799999999996,,,,,
1751,K09129,,,0.6246186494821927,,,,,,,,5.656700000000001,,,,,
1752,K09131,,,0.7129243560760032,,,,,,,,63.475300000000004,,,,,
1753,K09132,,,,,,,,0.568,,,,,,,,2.5707
1754,K09136,,,0.611091211095046,,,,,,,,15.369,,,,,
1755,K09137,,,0.6371688707954795,,,,,,,,16.1478,,,,,
1756,K09143,,,0.6805300701057065,,,,,,,,9.3595,,,,,
1757,K09146,,,0.65,,,,,,,,3.0286,,,,,
1758,K09148,,,,,,,,0.375,,,,,,,,2.1524
1759,K09153,,,0.5555272721679849,,,,,,,,14.081199999999999,,,,,
1760,K09154,,,0.605,,,,,,,,6.9038,,,,,
1761,K09157,,,0.551558948418014,,,,,,,,6.489699999999999,,,,,
1762,K09158,,,0.631,,,,,,,,3.1507,,,,,
1763,K09159,,,0.612,,,,,,,,2.6355,,,,,
1764,K09160,,,0.6336634715370377,,,,,,,,17.962899999999998,,,,,
1765,K09163,,,0.6795677149367262,,,,,,,,29.4491,,,,,
1766,K09164,,,0.6959605954179335,,,,,,,,19.4965,,,,,
1767,K09165,,,0.6010940794346595,,,,,0.6809999999999999,,,94.35369999999999,,,,,3.1641
1768,K09166,,,0.6335000610323376,,,,,0.711,,,41.5957,,,,,1.6564
1769,K09167,,,0.7259454202777913,,,,,,,,15.1961,,,,,
1770,K09386,,,0.702179433950191,,,,,,,,39.2539,,,,,
1771,K09456,,,0.6845850557711385,,,,,,,,22.0077,,,,,
1772,K09457,,,0.5590405422221371,,,,,,,,26.9733,,,,,
1773,K09461,,,0.6575492557268733,,,,,,,,21.822,,,,,
1774,K09471,,,0.6759999999999999,,,,,,,,7.4051,,,,,
1775,K09482,,0.317,,,,,,,,3.0196,,,,,,
1776,K09539,,,0.6614511854437966,,,,,,,,29.2493,,,,,
1777,K09607,0.69,,0.7021709047098672,,,,,,3.1201,,7.7613,,,,,
1778,K09667,,,0.451,,,,,,,,2.4067,,,,,
1779,K09690,,,0.5663283405750221,,,,,,,,8.6735,,,,,
1780,K09691,,,0.505,,,,,,,,3.0531,,,,,
1781,K09694,,,0.6936113324790878,,,,,,,,12.118300000000001,,,,,
1782,K09700,,,0.637,,,,,,,,17.8807,,,,,
1783,K09702,,,0.6971299514235105,,,,,,,,23.325,,,,,
1784,K09703,,,0.708,,,,,,,,8.5482,,,,,
1785,K09704,,,0.485,,,,,,,,4.9652,,,,,
1786,K09705,,0.37700000000000006,0.6456596953724387,,,,,,,3.3168,19.980800000000002,,,,,
1787,K09707,,,,,,,,0.618,,,,,,,,3.5022
1788,K09710,,,0.6517816008163135,,,,,,,,140.5529,,,,,
1789,K09712,,,0.6579999999999999,,,,,,,,5.1189,,,,,
1790,K09721,,0.368,,,,,,,,3.2456,,,,,,
1791,K09723,,0.331,,,,,,,,3.5984,,,,,,
1792,K09736,,0.34600000000000003,,,,,,,,5.0646,,,,,,
1793,K09738,,0.34600000000000003,,,,,,,,3.7576,,,,,,
1794,K09747,,,0.6560322431115783,,,,,0.6773424563837239,,,125.0795,,,,,17.608
1795,K09748,,,0.6725730067318884,,,,,0.6829999999999999,,,109.365,,,,,17.0709
1796,K09760,,,0.6573216410726781,,,,,,,,27.7298,,,,,
1797,K09761,,,0.6365087521253457,0.5,,,,,,,59.963600000000014,1.794,,,,
1798,K09762,,,0.720686926752682,,,,,,,,33.1118,,,,,
1799,K09763,,,0.6565405864701719,,,,,,,,39.6603,,,,,
1800,K09764,,,0.6751953494760669,,,,,0.753,,,112.03859999999997,,,,,16.3627
1801,K09765,,,0.568338444992424,,,,,,,,5.2765,,,,,
1802,K09767,,,0.6113444002771642,,,,,,,,74.9044,,,,,
1803,K09769,,,0.6716045116166495,,,,,,,,86.32929999999999,,,,,
1804,K09771,,,0.7137413431796658,,,,,,,,19.1606,,,,,
1805,K09772,,,0.6725826986179089,,,,,,,,114.75659999999999,,,,,
1806,K09773,,,0.59,,,,,,,,4.0,,,,,
1807,K09774,,,0.6097741921501326,,,,,,,,39.0138,,,,,
1808,K09779,,,0.6722852350945877,,,,,0.654,,,55.076499999999996,,,,,9.8772
1809,K09780,,0.674,0.6647835665586377,0.7390000000000001,,,,0.6914981967656734,,2.9825,126.9129,9.5906,,,,19.0589
1810,K09781,,,0.67097958574053,,,,,,,,6.7727,,,,,
1811,K09786,,,0.5752734293060281,,,,,,,,29.637100000000004,,,,,
1812,K09790,,,0.7500665384558685,,,,,,,,18.596700000000002,,,,,
1813,K09791,,,0.6162946997675393,,,,,,,,48.062200000000004,,,,,
1814,K09793,,,0.566105910917413,,,,,,,,16.5626,,,,,
1815,K09794,,,0.5877841366240966,,,,,0.5890754477812467,,,11.4982,,,,,10.503699999999998
1816,K09795,,,0.6283767574751287,,,,,,,,25.8348,,,,,
1817,K09796,,,0.6299530481935478,,,,,0.664,,,15.782300000000001,,,,,1.4194
1818,K09797,,,0.527,,,,,,,,3.3896,,,,,
1819,K09798,,,0.6882003487152146,,,,,,,,14.715499999999999,,,,,
1820,K09800,,,0.6654610957631071,,,,,,,,9.2963,,,,,
1821,K09801,,,0.698,,,,,,,,6.1374,,,,,
1822,K09803,,,0.5342483149908909,,,,,,,,25.4109,,,,,
1823,K09806,,,0.649,,,,,,,,4.2208,,,,,
1824,K09807,,0.5557504790443398,0.6658888375417744,,,,,0.7189035099356944,,6.5656,51.4669,,,,,28.6152
1825,K09808,,,0.5792204147020892,,,,,,,,18.7116,,,,,
1826,K09811,,,0.6672908136150759,,,,,0.659,,,103.554,,,,,4.0428
1827,K09812,,,0.6439987816154947,,,,,,,,15.304400000000001,,,,,
1828,K09815,,,0.693,,,,,,,,11.2408,,,,,
1829,K09823,,,0.6409999999999999,,,,,0.5479999999999999,,,3.6574,,,,,2.2054
1830,K09825,,,0.555,,,,,,,,2.2401,,,,,
1831,K09826,,,0.6447090651091936,,,,,,,,12.830400000000001,,,,,
1832,K09834,,,0.765,,,,,,,,7.2369,,,,,
1833,K09862,,,0.6611403951487667,,,,,,,,11.255600000000001,,,,,
1834,K09880,,,0.723,,,,,,,,1.8563,,,,,
1835,K09882,,,0.6167621142625059,,,,,,,,31.642899999999997,,,,,
1836,K09883,,,0.651288980729879,,,,,,,,33.791,,,,,
1837,K09888,,,0.6177719451322935,,,,,0.674,,,30.762300000000003,,,,,4.2644
1838,K09889,,,,,,,,0.7090000000000001,,,,,,,,3.5417
1839,K09892,,,0.688,,,,,,,,6.2266,,,,,
1840,K09895,,,0.6759999999999999,,,,,,,,2.859,,,,,
1841,K09903,,0.35600000000000004,0.6629463986747408,,,,,,,3.8133,192.99169999999998,,,,,
1842,K09914,,,0.6859999999999999,,,,,,,,9.5567,,,,,
1843,K09915,,,0.5255024376039387,,,,,,,,6.260199999999999,,,,,
1844,K09919,,,0.6043834404535764,,,,,,,,22.3046,,,,,
1845,K09921,,,0.6920000000000001,,,,,,,,5.3479,,,,,
1846,K09922,,,0.6072156022901264,,,,,,,,12.5491,,,,,
1847,K09924,,,0.5298901392460014,,,,,,,,12.0508,,,,,
1848,K09925,,,0.5,,,,,,,,4.7537,,,,,
1849,K09926,,,0.6859999999999999,,,,,,,,3.5645,,,,,
1850,K09927,,,0.6965024634939829,,,,,,,,254.22029999999995,,,,,
1851,K09928,,,0.6029787767071181,,,,,,,,11.2365,,,,,
1852,K09930,,,0.6498895796238067,,,,,,,,37.759,,,,,
1853,K09931,,,0.6102531718660764,,,,,,,,28.467200000000002,,,,,
1854,K09932,,0.383,0.6859385291887198,,,,,0.7028959277241619,,2.0531,65.9636,,,,,49.8976
1855,K09933,,,0.6150337080263332,,,,,,,,13.8323,,,,,
1856,K09934,,,0.547,,,,,,,,3.8843,,,,,
1857,K09936,,,0.71181741641434,,,,,0.688,,,16.9039,,,,,13.8879
1858,K09937,,,0.6473150879618396,,,,,,,,12.729,,,,,
1859,K09938,,,0.541,,,,,,,,4.1865,,,,,
1860,K09939,,,0.657,,,,,,,,2.1467,,,,,
1861,K09940,,,0.6196515014576015,,,,,,,,26.271699999999996,,,,,
1862,K09945,,,0.6597794754387121,,,,,,,,10.3427,,,,,
1863,K09946,,,0.642,,,,,,,,3.7575,,,,,
1864,K09948,,,0.6159102509230006,,,,,,,,8.0231,,,,,
1865,K09949,,,0.676569399867191,,,,,,,,6.0571,,,,,
1866,K09950,,,0.5998011818475404,,,,,,,,7.1381,,,,,
1867,K09951,,,0.6513547323025197,,,,,,,,90.73240000000001,,,,,
1868,K09955,,,0.6570232033807587,,,,,,,,54.73279999999999,,,,,
1869,K09957,,,0.6599679972105011,,,,,0.6892763579327845,,,56.858799999999995,,,,,18.7406
1870,K09958,,,0.5955200677904733,,,,,,,,41.535799999999995,,,,,
1871,K09962,,,0.662,,,,,,,,7.1905,,,,,
1872,K09964,,,,0.49,,,,,,,,2.636,,,,
1873,K09966,,,0.6410829449429984,,,,,,,,26.1823,,,,,
1874,K09967,,,0.665485556200828,,,,,0.569,,,21.6148,,,,,5.3078
1875,K09969,,,0.6050867393695015,,,,,,,,13.0382,,,,,
1876,K09971,,,0.608,,,,,,,,6.8298,,,,,
1877,K09973,,,0.657,,,,,0.5660000000000001,,,1.7548,,,,,6.9354
1878,K09974,,,0.522,,,,,,,,5.0862,,,,,
1879,K09981,,,0.6146981238420846,,,,,,,,18.9122,,,,,
1880,K09983,,,0.6264236899937322,,,,,,,,34.48570000000001,,,,,
1881,K09985,,,0.6459999999999999,,,,,,,,4.125,,,,,
1882,K09987,,,0.641230634965905,,,,,,,,14.268699999999999,,,,,
1883,K09989,,,0.6032631363275518,,,,,,,,35.2789,,,,,
1884,K09990,,,0.6399694339204999,,,,,,,,54.31850000000001,,,,,
1885,K09991,,,0.6920000000000001,,,,,,,,3.7982,,,,,
1886,K09992,,,0.6139208863114789,,,,,,,,37.2941,,,,,
1887,K09994,,,0.7170000000000001,,,,,,,,5.0837,,,,,
1888,K10001,,,0.601,,,,,,,,9.5101,,,,,
1889,K10002,,,0.632230244176644,,,,,,,,12.2369,,,,,
1890,K10003,,,0.6516215020242682,,,,,,,,29.2301,,,,,
1891,K10006,,,0.62,,,,,,,,4.8101,,,,,
1892,K10026,,0.325,0.5143957728226753,,,,,,,4.3665,16.7848,,,,,
1893,K10200,,,0.66,,,,,,,,16.0122,,,,,
